,OBJECTID,CATEGORIA,NOMBRE,ABREVIADO,SUBCATEGORIA,PROPIETARIO,ID_DISTRITO,SHAPE
104,108,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487286.9287999999, 1100488.5350000001], [487258.3008000003, 1100470.7019999996], [487246.76489999983, 1100489.2758000009], [487247.4528999999, 1100489.6461999994], [487241.0187999997, 1100501.0792999994], [487273.48790000007, 1100521.9783999994], [487280.6316999998, 1100509.9133000001], [487275.8691999996, 1100506.7382999994], [487286.9287999999, 1100488.5350000001]], [[487291.1621000003, 1100483.772500001], [487283.3304000003, 1100478.3220000006], [487280.42729999963, 1100483.0198], [487287.56379999965, 1100487.7940999996], [487291.1621000003, 1100483.772500001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
105,109,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487235.5131000001, 1100426.3550000004], [487222.74849999975, 1100440.3441000003], [487240.15029999986, 1100456.9437000006], [487243.1666000001, 1100454.086100001], [487245.97119999956, 1100456.8377999999], [487254.5437000003, 1100448.3710999992], [487246.92370000016, 1100440.8570000008], [487248.6169999996, 1100438.9519999996], [487235.5131000001, 1100426.3550000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
106,110,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487255.5092000002, 1100404.1215000004], [487251.8937999997, 1100408.4030000009], [487248.76300000027, 1100411.8341000006], [487252.0235000001, 1100414.5704999994], [487247.8233000003, 1100419.4984000009], [487253.8426000001, 1100424.7901000008], [487263.1030000001, 1100414.3389999997], [487256.8853000002, 1100408.6835999992], [487258.53890000004, 1100406.8314999994], [487255.5092000002, 1100404.1215000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
107,111,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487289.3877999997, 1100446.4275000002], [487284.8213999998, 1100440.2787999995], [487284.22869999986, 1100440.638699999], [487282.3236999996, 1100438.5643000007], [487284.6309000002, 1100436.1089999992], [487281.9638, 1100433.5690000001], [487280.05879999977, 1100435.5587000009], [487279.48730000015, 1100435.071799999], [487278.9792999998, 1100435.6645], [487279.1632000003, 1100435.8299000002], [487277.1787999999, 1100437.9464999996], [487276.4512, 1100437.2851], [487273.9774000002, 1100440.3608999997], [487278.95160000026, 1100445.1234000009], [487280.3803000003, 1100443.5888], [487284.8252999997, 1100449.6213000007], [487289.3877999997, 1100446.4275000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
108,112,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487181.10309999995, 1100483.6701999996], [487176.65809999965, 1100479.4898000006], [487163.4288999997, 1100494.7827000003], [487167.8195000002, 1100498.8146000002], [487181.10309999995, 1100483.6701999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
109,113,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487185.54810000025, 1100462.3977000006], [487178.19269999955, 1100455.9418000001], [487159.7274000002, 1100476.954], [487167.1331000002, 1100483.5644000005], [487185.54810000025, 1100462.3977000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
110,114,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487135.1359000001, 1100457.458900001], [487132.3496000003, 1100455.4054000005], [487129.14690000005, 1100454.7091000006], [487127.32129999995, 1100456.6141], [487126.5672000004, 1100454.2726000007], [487123.7890999997, 1100453.3597], [487125.7735000001, 1100451.5737999994], [487124.14630000014, 1100446.335000001], [487118.7090999996, 1100445.2634999994], [487114.7006000001, 1100449.2719], [487115.61340000015, 1100451.6532000005], [487113.03369999956, 1100451.414999999], [487109.14439999964, 1100455.6218999997], [487110.0175000001, 1100457.7254000008], [487107.3186999997, 1100457.5666000005], [487103.54839999974, 1100461.9322999995], [487104.54059999995, 1100464.1547999997], [487101.92119999975, 1100463.9959999993], [487098.0318, 1100468.2822999991], [487099.8178000003, 1100473.6798], [487105.4137000004, 1100474.7116999999], [487107.16000000015, 1100472.1319999993], [487107.9537000004, 1100475.2673000004], [487110.7715999996, 1100475.3466999996], [487108.7078, 1100477.8072999995], [487110.45409999974, 1100483.2445], [487116.0499999998, 1100484.3556999993], [487117.75659999996, 1100481.8950999994], [487118.55030000024, 1100485.0304000005], [487121.16970000044, 1100485.1892000008], [487119.34410000034, 1100487.4514000006], [487121.0723000001, 1100492.9409999996], [487126.5672000004, 1100494.0791999996], [487130.3375000004, 1100489.7928999998], [487129.50409999955, 1100486.9353999998], [487132.0440999996, 1100487.7688999996], [487135.8541000001, 1100483.4825999998], [487135.1793999998, 1100480.6647999994], [487137.6003999999, 1100481.5776000004], [487141.37069999985, 1100477.2914000005], [487140.57689999975, 1100474.394200001], [487143.31539999973, 1100475.307], [487146.7681999998, 1100471.0207000002], [487145.1013000002, 1100465.7026000004], [487139.70380000025, 1100464.3531999998], [487137.91789999977, 1100466.2979000006], [487137.2034999998, 1100463.8373000007], [487134.3063000003, 1100463.0435000006], [487136.4096999997, 1100461.3368999995], [487135.1359000001, 1100457.458900001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
111,115,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487139.7871000003, 1100457.9966000002], [487142.3481999999, 1100455.2237], [487139.3213999998, 1100452.6202000007], [487141.65579999983, 1100452.023600001], [487145.87739999965, 1100455.7212000005], [487151.2511, 1100453.9140000008], [487151.61099999957, 1100451.0353999995], [487153.5371000003, 1100453.0461999997], [487158.99810000043, 1100451.2469999995], [487160.1835000003, 1100445.5109], [487158.1091, 1100443.4789000005], [487160.81850000005, 1100443.1190000009], [487161.36899999995, 1100439.855799999], [487165.4539999999, 1100440.7060000002], [487168.92530000024, 1100436.9383000005], [487167.23199999984, 1100432.0700000003], [487163.06209999975, 1100431.2233000007], [487161.9402999999, 1100427.2227999996], [487168.2479999997, 1100420.1319999993], [487166.57579999976, 1100419.9837999996], [487165.9620000003, 1100417.6766], [487158.3630999997, 1100426.2491999995], [487157.11429999955, 1100425.7835000008], [487153.5209999997, 1100429.7291], [487151.65330000035, 1100428.0907000005], [487148.94400000013, 1100428.7257000003], [487149.49430000037, 1100426.2915000003], [487145.55730000045, 1100422.5873000007], [487142.91139999963, 1100422.9471000005], [487143.5675999997, 1100420.6400000006], [487139.3766000001, 1100416.7875999995], [487133.9791000001, 1100418.6291000005], [487133.40759999957, 1100421.0209999997], [487131.5449000001, 1100419.5604999997], [487128.22580000013, 1100420.6755999997], [487123.4263000004, 1100416.2038000003], [487123.9436999997, 1100415.6243999992], [487117.75239999965, 1100410.0284000002], [487117.14329999965, 1100410.7038000003], [487106.76439999975, 1100401.1753000002], [487104.8912000004, 1100367.821799999], [487121.28259999957, 1100349.9232], [487118.7449000003, 1100347.6435000002], [487101.4735000003, 1100366.6426999997], [487101.6984000001, 1100372.7677999996], [487095.22300000023, 1100373.0467000008], [487095.3591, 1100376.4008000009], [487101.8968000002, 1100376.1148000006], [487103.0477, 1100401.1444000006], [487082.2779000001, 1100401.4222], [487080.91530000046, 1100397.8502999991], [487074.35360000003, 1100398.1678], [487076.7083999999, 1100404.9279999994], [487087.3975999998, 1100404.6502], [487087.3975999998, 1100406.2244000006], [487085.8761999998, 1100407.3488999996], [487085.81010000035, 1100411.1192000005], [487089.0379999997, 1100412.9713000003], [487092.1337000001, 1100411.1192000005], [487092.0939999996, 1100407.2431000005], [487090.017, 1100405.8143000007], [487090.04339999985, 1100404.6237000003], [487105.65830000024, 1100404.4473], [487115.0549999997, 1100413.0193000007], [487109.9453999996, 1100418.6846999992], [487116.3236999996, 1100424.1571999993], [487121.1233999999, 1100418.7825000007], [487125.8234000001, 1100423.0176], [487124.9408999998, 1100427.0111999996], [487126.8671000004, 1100428.3658000007], [487124.4752000002, 1100429.5088], [487123.22640000004, 1100435.1392], [487127.48089999985, 1100438.9279999994], [487129.76690000016, 1100437.8485000003], [487129.2165999999, 1100440.7060000002], [487133.49230000004, 1100444.4948999994], [487135.8417999996, 1100443.3519000001], [487135.3761, 1100446.2729000002], [487138.1595999999, 1100448.7169000003], [487136.5127999997, 1100450.8396000005], [487133.47009999957, 1100448.1607000008], [487131.71719999984, 1100450.2443000004], [487134.5946000004, 1100452.9562999997], [487132.3496000003, 1100455.4054000005], [487135.1359000001, 1100457.458900001], [487136.9506999999, 1100455.4565999992], [487139.7871000003, 1100457.9966000002]], [[487161.34729999956, 1100459.5573999994], [487157.7753999997, 1100456.2500999998], [487156.61789999995, 1100457.5067999996], [487155.2949000001, 1100456.7130999994], [487154.41390000004, 1100457.8136999998], [487154.8794999998, 1100458.3005999997], [487153.51669999957, 1100459.7138999999], [487157.47780000046, 1100463.5261000004], [487161.34729999956, 1100459.5573999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
112,116,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487180.9992000004, 1100432.7446999997], [487180.02020000014, 1100429.8871999998], [487182.8247999996, 1100430.7073999997], [487186.4760999996, 1100426.3682000004], [487185.68230000045, 1100423.6164999995], [487188.1694, 1100424.3574], [487191.9528999999, 1100420.0976], [487191.8206000002, 1100419.3302999996], [487196.05399999954, 1100417.9809000008], [487195.3925000001, 1100415.731899999], [487197.37689999957, 1100413.8268999998], [487195.60419999994, 1100408.4823000003], [487190.25960000046, 1100407.3445999995], [487188.3016999997, 1100409.4083999991], [487187.5872999998, 1100407.0536000002], [487182.29559999984, 1100405.8365000002], [487180.3113000002, 1100407.6357000005], [487180.0131000001, 1100406.7215], [487195.2893000003, 1100389.6190000009], [487193.7109000003, 1100389.3341000006], [487193.1353000002, 1100387.2767999992], [487186.78160000034, 1100394.3686999995], [487182.7070000004, 1100381.8274000008], [487189.7185000004, 1100373.8369999994], [487177.9042999996, 1100362.9359000009], [487177.4649, 1100365.3630999997], [487175.86230000015, 1100365.6302000005], [487185.19409999996, 1100374.1545000002], [487179.10869999975, 1100380.9013999999], [487184.26800000016, 1100397.1997999996], [487177.5888, 1100404.5851000007], [487176.95100000035, 1100404.3813000005], [487178.8559999997, 1100402.7144000009], [487177.1891999999, 1100397.3169], [487174.1994000003, 1100396.4967], [487176.4483000003, 1100394.7503999993], [487174.59619999956, 1100389.4058999997], [487168.9605999999, 1100387.9770999998], [487165.33579999954, 1100392.3692000005], [487165.97080000024, 1100394.5917000007], [487163.66889999993, 1100394.3270999994], [487159.83249999955, 1100398.5075000003], [487160.4939000001, 1100400.7565000001], [487158.1919999998, 1100400.4655000009], [487154.32909999974, 1100404.7782000005], [487154.9112, 1100406.8684], [487152.50349999964, 1100406.7095999997], [487148.7463999996, 1100410.9958999995], [487150.5985000003, 1100416.6051000003], [487156.1018000003, 1100417.7427999992], [487157.71580000035, 1100415.5732000005], [487158.5094999997, 1100418.2719999999], [487164.11870000046, 1100419.3037999999], [487165.88150000013, 1100417.2698], [487165.9620000003, 1100417.6766], [487166.57579999976, 1100419.9837999996], [487168.2479999997, 1100420.1319999993], [487169.04000000004, 1100420.1504999995], [487167.32019999996, 1100422.3465], [487169.17229999974, 1100428.0086000003], [487171.8180999998, 1100428.0615999997], [487169.9924999997, 1100430.3899000008], [487171.76520000026, 1100435.7873999998], [487177.1891999999, 1100437.0044999998], [487180.9992000004, 1100432.7446999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
113,117,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487207.43090000004, 1100392.1128000002], [487211.1349999998, 1100387.8133000005], [487210.27520000003, 1100385.1674000006], [487212.82180000003, 1100385.8949999996], [487216.55900000036, 1100381.5625], [487214.8392000003, 1100376.0724], [487211.8627000004, 1100375.4770999998], [487214.5416000001, 1100373.3604000006], [487212.9826999996, 1100368.2653], [487207.4951999998, 1100366.8182999995], [487205.13889999967, 1100369.5824999996], [487204.60259999987, 1100366.4141000006], [487199.07079999987, 1100364.9518999998], [487194.88850000035, 1100368.9024], [487195.6568999998, 1100371.8389999997], [487193.44099999964, 1100371.7398000006], [487189.5714999996, 1100375.9400999993], [487191.25820000004, 1100381.4301999994], [487193.8378999997, 1100381.6616999991], [487192.1842, 1100383.8775999993], [487193.7109000003, 1100389.3341000006], [487199.39410000015, 1100390.3598999996], [487200.9155000001, 1100388.2763], [487201.8415000001, 1100390.8560000006], [487207.43090000004, 1100392.1128000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
114,118,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487174.21050000004, 1100381.4497999996], [487175.2159000002, 1100375.9728999995], [487173.0728000002, 1100373.9355999995], [487175.85089999996, 1100373.3005999997], [487176.93570000026, 1100367.7708], [487174.76609999966, 1100365.8128999993], [487177.4649, 1100365.3630999997], [487178.02049999963, 1100362.2939], [487180.03139999975, 1100364.3576999996], [487185.4024, 1100362.6908], [487185.7993000001, 1100360.0713999998], [487187.83660000004, 1100361.8969999999], [487193.2341, 1100359.8861999996], [487194.3454, 1100354.5416], [487190.11199999973, 1100350.5993000008], [487187.62490000017, 1100351.3929999992], [487188.39219999965, 1100349.0647], [487184.0795, 1100345.0429999996], [487181.4866000004, 1100345.8103], [487182.2274000002, 1100343.3232000005], [487177.9940999998, 1100339.6191000007], [487175.5334000001, 1100340.3334], [487175.98539999966, 1100338.5844999999], [487178.14549999963, 1100338.1509000007], [487176.65720000025, 1100332.6276999991], [487171.2001, 1100330.8418000005], [487171.0016999999, 1100331.5362999998], [487169.7449000003, 1100331.0733000003], [487168.8373999996, 1100335.1292000003], [487166.6169999996, 1100335.8619999997], [487165.3733999999, 1100341.6033999994], [487167.2784000002, 1100342.9792999998], [487164.87069999985, 1100343.9847], [487163.65359999985, 1100349.6732], [487165.53220000025, 1100351.2608000003], [487164.9774000002, 1100351.5347000007], [487120.2631999999, 1100310.8745000008], [487122.8244000003, 1100308.2816000003], [487131.85199999996, 1100307.9747000001], [487134.3766000001, 1100310.3734000009], [487134.5565999998, 1100310.3126999997], [487138.0931000002, 1100306.5124999993], [487135.54030000046, 1100306.6538999993], [487132.94739999995, 1100304.4843000006], [487121.1205000002, 1100305.0664000008], [487117.78670000006, 1100308.6382], [487100.7474999996, 1100293.265900001], [487099.00129999965, 1100256.3828999996], [487105.0072999997, 1100249.8741999995], [487104.7907999996, 1100245.4980999995], [487104.78729999997, 1100245.4940000009], [487100.3783, 1100245.7320000008], [487100.37509999983, 1100245.7365000006], [487100.4829000002, 1100250.0593999997], [487095.5881000003, 1100255.2188000008], [487096.9771999996, 1100282.5635000002], [487092.9342, 1100282.7156000007], [487093.0752999997, 1100286.1966999993], [487097.1623999998, 1100286.0031000003], [487097.53280000016, 1100294.9460000005], [487115.6780000003, 1100311.1755999997], [487099.86539999954, 1100328.8264000006], [487099.2030999996, 1100330.6184999999], [487097.49459999986, 1100331.4726999998], [487093.0083999997, 1100336.4803999998], [487090.81159999967, 1100334.422700001], [487088.56740000006, 1100336.8861999996], [487093.3817999996, 1100341.294399999], [487093.9880999997, 1100339.572899999], [487095.0730999997, 1100339.0835999995], [487101.9302000003, 1100331.3685999997], [487104.07770000026, 1100333.4022000004], [487106.34520000033, 1100330.8479999993], [487104.2056, 1100328.8180999998], [487109.6687000003, 1100322.7043999992], [487110.15419999976, 1100321.3959999997], [487111.3223000001, 1100320.8539000005], [487118.0697999997, 1100313.3028999995], [487125.3383999998, 1100319.9452999998], [487126.9024, 1100320.4699000008], [487127.5153999999, 1100321.8791000005], [487128.6288999999, 1100324.4384000003], [487128.67509999964, 1100324.5445000008], [487127.9606999997, 1100326.5552999992], [487129.0530000003, 1100327.5598000009], [487131.1031999998, 1100325.1667999998], [487135.30790000036, 1100328.9827999994], [487149.9260999998, 1100342.2119999994], [487162.71949999966, 1100353.8354000002], [487162.48950000014, 1100354.3564], [487160.6902999999, 1100352.9276], [487155.26630000025, 1100354.7003000006], [487154.6842, 1100357.1874000002], [487152.9115000004, 1100355.5206000004], [487147.5669, 1100357.2667999994], [487146.34979999997, 1100363.0347000007], [487150.50380000006, 1100366.7125000004], [487152.7263000002, 1100365.8658000007], [487152.38239999954, 1100368.5116000008], [487156.5628000004, 1100372.3215999994], [487158.8646999998, 1100371.2897999994], [487158.4149000002, 1100374.0150000006], [487162.72759999987, 1100377.851399999], [487164.9501, 1100376.8725000005], [487164.60610000044, 1100379.5448000003], [487168.7588999998, 1100383.3849999998], [487174.21050000004, 1100381.4497999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
115,119,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487133.38960000034, 1100360.7990000006], [487149.9260999998, 1100342.2119999994], [487135.30790000036, 1100328.9827999994], [487120.9968999997, 1100344.8838999998], [487118.7578999996, 1100341.8804000001], [487116.4154000003, 1100344.4824], [487118.61679999996, 1100347.5285], [487133.38960000034, 1100360.7990000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
116,120,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487099.3492999999, 1100384.4323999994], [487097.39800000004, 1100380.3313999996], [487095.4797, 1100379.3721999992], [487095.1158999996, 1100370.4094999991], [487096.96800000034, 1100369.4173000008], [487098.4562999997, 1100365.1177999992], [487096.53809999954, 1100361.0166999996], [487094.5206000004, 1100360.2561000008], [487094.5206000004, 1100356.6511000004], [487091.1802000003, 1100357.1802999992], [487090.2542000003, 1100355.262], [487086.12009999994, 1100353.9059999995], [487083.93730000034, 1100354.6336000003], [487081.8866999997, 1100352.7485000007], [487077.9179999996, 1100353.0461], [487076.6281000003, 1100355.9234999996], [487078.08330000006, 1100358.007099999], [487078.1163999997, 1100361.0829000007], [487076.2313000001, 1100362.3066000007], [487074.7429999998, 1100366.5398999993], [487076.6612, 1100370.6078999992], [487078.57940000016, 1100371.236300001], [487068.02919999976, 1100371.8647000007], [487068.40479999967, 1100381.0055999998], [487078.7779000001, 1100380.5297999997], [487077.22339999955, 1100381.4228000008], [487075.5697999997, 1100385.7553000003], [487077.38879999984, 1100389.7572000008], [487079.5385999996, 1100390.352499999], [487079.73699999973, 1100393.5935999993], [487082.97809999995, 1100393.5935999993], [487083.70579999965, 1100395.5449], [487088.1375000002, 1100397.0662999991], [487092.00710000005, 1100395.0819000006], [487092.9661999997, 1100392.9651999995], [487095.8766000001, 1100392.7006], [487095.8435000004, 1100389.6249000002], [487097.86099999957, 1100388.6656999998], [487099.3492999999, 1100384.4323999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
117,121,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487127.70139999967, 1100337.4344999995], [487129.1513, 1100333.1435000002], [487128.22530000005, 1100331.1062000003], [487130.2626, 1100328.6720000003], [487127.9606999997, 1100326.5552999992], [487128.67509999964, 1100324.5445000008], [487126.9024, 1100320.4699000008], [487122.72190000024, 1100319.0676000006], [487120.60529999994, 1100319.9143000003], [487118.32990000024, 1100317.6653000005], [487116.0543999998, 1100320.0730000008], [487114.2023, 1100319.5174000002], [487110.15419999976, 1100321.3959999997], [487108.5932, 1100325.6028000005], [487109.3339999998, 1100327.4814], [487099.9148000004, 1100338.0911999997], [487098.0362999998, 1100337.7471999992], [487093.9880999997, 1100339.572899999], [487092.50650000013, 1100343.7797999997], [487093.22080000024, 1100345.6317999996], [487091.1305999998, 1100348.0395999998], [487093.5119000003, 1100350.1827000007], [487092.74459999986, 1100352.4052000009], [487094.82540000044, 1100356.5669], [487098.90940000024, 1100357.9350000005], [487100.8937999997, 1100356.8767000008], [487103.2485999996, 1100359.0461999997], [487105.44460000005, 1100356.664999999], [487107.45550000016, 1100357.4586999994], [487111.5036000004, 1100355.4744000006], [487112.93230000045, 1100351.2939], [487112.16509999987, 1100349.2037000004], [487121.7165000001, 1100338.5939000007], [487123.67449999973, 1100339.3346999995], [487127.70139999967, 1100337.4344999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
118,122,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487077.17650000006, 1100349.5692999996], [487079.35929999966, 1100347.2873], [487081.4759999998, 1100348.2464000005], [487085.4446999999, 1100346.1627999991], [487087.09839999955, 1100341.6317999996], [487086.17229999974, 1100339.5151000004], [487093.2829999998, 1100331.7098999992], [487095.1682000002, 1100332.6359], [487099.2030999996, 1100330.6184999999], [487100.8898, 1100326.0544000007], [487099.8975999998, 1100324.1691999994], [487101.9480999997, 1100321.8211000003], [487099.73230000027, 1100319.8036000002], [487100.5259999996, 1100317.7862], [487098.64080000017, 1100313.6520000007], [487094.2090999996, 1100311.9652999993], [487092.2907999996, 1100312.9574999996], [487089.94269999955, 1100310.7747000009], [487087.6936999997, 1100313.1558999997], [487085.8415999999, 1100312.395300001], [487081.6743999999, 1100314.4789000005], [487079.9545999998, 1100318.9437000006], [487081.01290000044, 1100320.6634999998], [487073.9353, 1100328.5018000007], [487071.95100000035, 1100327.8072999995], [487067.8498999998, 1100329.890900001], [487066.19629999995, 1100334.2565000001], [487067.2215, 1100336.1416999996], [487064.9395000003, 1100338.3905999996], [487067.3869000003, 1100340.5073000006], [487066.4939000001, 1100342.6569999997], [487068.6113999998, 1100347.0625], [487072.9101, 1100348.6432000007], [487074.9275000002, 1100347.4857], [487077.17650000006, 1100349.5692999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
119,123,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487157.94579999987, 1100325.8703000005], [487141.2876000004, 1100310.9689000007], [487145.8383999998, 1100312.5563999992], [487148.82299999986, 1100311.4345999993], [487152.2520000003, 1100307.3916999996], [487152.7388000004, 1100305.1056999993], [487150.7703, 1100300.6394999996], [487146.1771, 1100299.0732000005], [487143.5948000001, 1100299.5812], [487139.65780000016, 1100304.0473999996], [487139.3826000001, 1100305.1269000005], [487134.5565999998, 1100310.3126999997], [487132.7363, 1100310.9266], [487131.2122999998, 1100315.1810999997], [487133.4983000001, 1100319.5625999998], [487150.17250000034, 1100334.8144000005], [487154.4956, 1100336.3477999996], [487158.43259999994, 1100334.4428000003], [487159.8931, 1100330.1670999993], [487157.94579999987, 1100325.8703000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
120,124,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487156.89940000046, 1100297.6130999997], [487152.42789999954, 1100293.5914999992], [487148.4500000002, 1100297.8048], [487152.95710000023, 1100301.7671000008], [487156.89940000046, 1100297.6130999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
121,125,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487089.98610000033, 1100307.2440000009], [487090.88570000045, 1100304.9949999992], [487093.8225999996, 1100304.8363000005], [487093.7432000004, 1100301.6348], [487095.78050000034, 1100300.7882000003], [487097.2357000001, 1100296.448999999], [487095.48950000014, 1100292.3214999996], [487093.29339999985, 1100291.580600001], [487092.7112999996, 1100277.2137000002], [487094.6162999999, 1100276.4728999995], [487096.2408999996, 1100272.054300001], [487094.22479999997, 1100267.9427000005], [487092.1292000003, 1100267.1965999994], [487091.9863999998, 1100264.0533000007], [487088.95419999957, 1100264.1802999992], [487087.93819999974, 1100262.2117999997], [487083.7949000001, 1100260.8147999998], [487079.92920000013, 1100262.6281000003], [487079.8027999997, 1100257.637], [487078.3909, 1100256.978599999], [487074.92399999965, 1100257.4365999997], [487072.0247999998, 1100257.5472], [487071.4321999997, 1100258.2880000006], [487071.51680000033, 1100264.0666000005], [487072.10950000025, 1100264.6381], [487076.8085000003, 1100264.5110999998], [487075.6264000004, 1100266.0256999992], [487075.983, 1100268.1729000006], [487073.824, 1100268.9984000009], [487072.2999999998, 1100273.3798999991], [487074.3108000001, 1100277.4015999995], [487076.2792999996, 1100278.1000999995], [487076.4910000004, 1100283.1589000002], [487073.9721999997, 1100283.2435999997], [487073.9721999997, 1100282.7778999992], [487069.20969999954, 1100282.9683999997], [487069.40020000003, 1100288.3024000004], [487074.18379999977, 1100288.1543000005], [487074.1627000002, 1100287.4980999995], [487076.70270000026, 1100287.4769000001], [487076.85089999996, 1100292.387599999], [487074.98819999956, 1100293.5306000002], [487073.4007000001, 1100297.7215999998], [487075.4115000004, 1100301.8490999993], [487077.35890000034, 1100302.3994999994], [487077.5223000003, 1100305.8638000004], [487080.858, 1100305.603599999], [487081.7576000001, 1100307.6143999994], [487086.01740000024, 1100309.0961000007], [487089.98610000033, 1100307.2440000009]], [[487098.7764999997, 1100308.9163000006], [487098.5780999996, 1100306.6011999995], [487096.0976, 1100306.6674000006], [487096.2297, 1100309.045], [487098.7764999997, 1100308.9163000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
122,126,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487244.8662999999, 1100389.6074], [487247.64439999964, 1100386.9285000004], [487247.9221999999, 1100387.1242999993], [487248.8905999996, 1100386.0288999993], [487249.11290000007, 1100386.2511999998], [487277.96439999994, 1100355.6176999994], [487266.81879999954, 1100345.3980999999], [487257.7237, 1100354.8901000004], [487222.7134999996, 1100322.1680999994], [487202.8755000001, 1100344.138699999], [487202.2139999997, 1100343.5764000006], [487199.70050000027, 1100346.6853], [487244.8662999999, 1100389.6074]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
123,127,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487273.0365000004, 1100339.1428999994], [487314.8487, 1100295.3489999995], [487305.3502000002, 1100286.3795999996], [487297.20100000035, 1100294.7934000008], [487295.9045000002, 1100293.5233999994], [487293.5762, 1100295.9574999996], [487294.87260000035, 1100297.1217], [487290.00960000046, 1100302.3392999992], [487289.1523000002, 1100301.5138000008], [487293.31159999967, 1100297.4657000005], [487287.64169999957, 1100291.6389000006], [487281.57320000045, 1100297.7904000003], [487285.7313000001, 1100301.6910999995], [487284.24959999975, 1100303.172700001], [487283.95189999975, 1100302.8321000002], [487283.7402999997, 1100303.0173000004], [487282.92009999976, 1100302.3823000006], [487279.74509999994, 1100305.7689999994], [487280.36679999996, 1100306.4039999992], [487280.1947999997, 1100306.6023999993], [487283.43599999975, 1100309.6450999994], [487273.72580000013, 1100319.8050999995], [487269.6749, 1100316.1472999994], [487259.5039999997, 1100326.3763999995], [487273.0365000004, 1100339.1428999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
